"Cuerpo","Calificacion","Etiqueta"
"<div class='Normal'><strong>A poignant tale of hope and resilience</strong><br><strong>Story: </strong>Residing in a gorgeous remote village in Assam, Dhunu (Bhanita Das) a young girl, loves to climb the trees, go fishing with the boys and flaunt her thermocol guitar when she isn’t helping her widowed mother (Basanti Das) with her daily chores. She wishes to own a real guitar someday, but can people of limited means dare to dream? <br><strong>Review: </strong>Writer-producer-director Rima Das’ Assamese language passion project is India’s official entry to the Oscars 2019 in the ‘Best Foreign Language Film’ category and rightly so. Her courageous tale of hope, dreams, desire and the unflinching human resilience captivates your imagination despite its unhurried pace. It’s a moving ode to her lush green home state and its beautiful people. <br>Those who prefer stories to unfold with a sense of urgency may find their patience tested here though. Das’s narrative takes its own time to establish the characters and the minutiae of their everyday life. Through gorgeous cinematography and audiography that masterfully captures the sights and sounds of Assam, Das transports you to Dhunu’s world of dreams and duties. A world which reminds you of your privilege. A world, where a mother bravely tells her daughter what inspires her to keep going despite their misfortune. “Hard work is the only thing we have,” she says. <br>While the film demonstrates the dilemmas of poverty, the tone and theme of the film is anything but tragic. Deep down, it’s a heartening tale of courage and our pursuit of happiness. <br>Other than its visual and emotional excellence, what stands out the most is Das’ powerful writing that showcases gender equality and strong female characters. Dhunu’s inspirational single mother raises her daughter just like her son. She stands by Dhunu and fights the society, who coerces her daughter to ‘behave like a girl’. The women don’t hesitate to undergo the social, physical and psychological hardships that men are expected to endure to put food on the table. <br>Village Rockstars is heartbreaking and uplifting in equal measure. A young girl and her mother’s woes and misery is not music to the ears but their spirit, is. Take a bow, Rima Das. <br><br>","4.0","Positivo"
"<div class='Normal'><strong>Story: </strong>Days before the British Prime Minister’s debut at the G12 summit, the country is hit by a major cyber attack. With all its agents’ identities exposed, their only hope is the former secret service spy Johnny English (Rowan Atkinson). Will his old-school ways and silly goofs save the day for Britain?<br><br> <br><br><strong>Review:</strong> “Bring back an old one,” thunders an exasperated British PM (Emma Thompson) as the impending doom of a rogue cyber hack dawns upon her. And soon the (mis)adventure begins. Director David Kerr wastes no time in letting loose the bumbling British spy Johnny English on a mission to save the country. He is now an English teacher, ditching regular school syllabus for discreetly teaching spy-like stunts to his students. <br><br> <br><br>But even on a mission, he won’t ditch his analogue ways to beat a very digital enemy. Slick smartphones, immersive virtual reality (VR) and social media are not his weapons of choice. He would rather fight with tried and tested tools. This premise creates ample opportunities for a laugh riot, and Kerr exploits them well. Watch out for a total ‘laugh out loud’ sequence where the virtual world meets the real one, as Johnny goes on the rampage through central London, wearing VR glasses. This is just one of many such fun moments.<br><br> <br><br>At 63, Atkinson looks unbelievably fresh and agile for his part; whether he is burning the dance floor or chasing a leggy Russian lass in a vintage Aston Martin. There is a distinct Mr Bean brand of fun that is slapstick and at times way too childish even for a spy spoof, but either way, it leaves you in splits.<br><br> <br><br>Rest of the cast rallies around with varying degree of comic timing. While Ben Miller could have benefited with more punches, Emma Thompson is loud and over-the-top. French actress Olga Kurylenko as the Russian spy Ophelia brings in the glam quotient and Jake Lacy as the geek billionaire is believable, but none of them can be taken seriously. Their characters are way too cinematic and lack realism.<br><br> <br><br>The sharp edge of its humour gets somewhat blunted due to a highly predictable narrative and a few dull moments along the way. The constant tussle between making this an all-out spy spoof yet serious enough to actually save the world creates an unwanted conflict. While many laughs underline the franchise’s trademark shenanigans, it does leave you wanting more.<br><br>","3.5","Positivo"
"<div class='Normal'><strong>Story:</strong> A determined Yeti embarks on a journey as he explores the world beyond his small village to prove to his community that humans do exist.<br><br><strong>Review: </strong>Adapted from the book Yeti Tracks by Sergio Pablos, Smallfoot explores the world of the Yetis — often referred to as mythical creatures because of the ambiguity that surrounds their existence. In the film, the Yeti community leads a sheltered life, nestled away on a snowy mountain top, above the clouds in the Himalayas. Migo (voiceover Channing Tatum) is a happy-go-lucky Yeti, who is happy to follow his father Dorgle’s (voiceover Danny DeVito) footsteps in becoming the village’s future gong ringer. One day he accidentally runs into a human and is amazed to discover that a ‘smallfoot’ really does exist. The news is met with scepticism and incredulity by the tribe’s leader Stonekeeper (voiceover Common), who banishes Migo from the village. The rest of the film follows the gentle giant’s journey as he searches for the elusive smallfoot and the adventures undergoes as he discovers humans and their way of life. <br><br>The unlikely friendship between Migo and the human Percy (voiceover James Corden) is heart-warming as both come to terms with the other’s quirks and character traits, and discover the meaning of true friendship. Director Karey Kirkpatrick has given enough screen space to the supporting characters as well — Migo’s supportive friends Meechee (voiceover Zendaya), Fleem (voiceover Ely Henry) and Gwangi (LeBron James) — who have some of the funniest lines in the movie. <br><br>The animation is delightful without being over the top and the makers give out two messages to children — the film’s main audience — that if you persevere and set your mind to something, you can achieve it no matter how many roadblocks you encounter. And no matter what has happened in the past, humans can co-exist with other species if they really want to. It also makes one question whether being blissfully unaware is a boon or bane. With catchy songs and fun moments, the film is enjoyable although the length does get a little tedious towards the end. The script is pretty straightforward and will keep kids entertained although it may not find many adult takers.<br>","3.5","Positivo"
"<div class='Normal'><b>STORY: </b>A bereaved Riley Smith (Jennifer Garner) sets out to avenge the senseless murders of her husband and daughter after a self-imposed exile of five years.<br><br><b>REVIEW: </b>Riley Smith is not your typical lady from the posh neighbourhoods of Los Angeles; she is fierce, frightening and accommodating at the same time. After losing her family at the hands of an international drug cartel’s kingpin Diego Garcia (Juan Pablo Raba), the accidental deaths of her loved ones, pushes her over the edge. She decides to take matters in to her own hands when the judicial system lets her down as well.<br><br>Now, just like any other action flick, you expect an actress of Jennifer Garner’s caliber to land mighty blows and pull off surreal action sequences. And thanks to years of training and gathering ammunition from across international borders, Riley's character is beefed up enough to put up a stellar show. But, that is not the case here. The screenplay is predictable and put together in an insipid fashion, and Garner is somewhat of a misfit: she tries to inculcate grit and gumption to her otherwise bland character, only to look docile and vulnerable . <br><br>The squeamish writing and Garner’s unmissable hamming makes it any other half-hearted, run-of-the-mill revenge saga. 'Peppermint' is one of those movies that is riddled with ridiculous clichés and the crucial twists and turns in the diegesis come from a dangerous territory: lazy writing. Woman loses family and purpose in life; makes revenge the centre of it and boom…vengeance comes on a platter! Got it?<br><br>The antagonist of the film, Diego Garcia, is is a constant reminder of Bollywood villains from the 80s and 90s, and no, that’s not a compliment. Honestly, there are many scenes pertaining to the drug world that look forced and somewhat irrelevant.<br><br>Jennifer Garner shouldering ‘Peppermint’ is perhaps a regrettable decision and some may agree that making this done-to-death revenge saga in the first place defies logic by all means.<br>","2.5","Negativo"
"<div class='Normal'><b>EARLY MAN STORY:</b> When the evil king Lord Nooth (Tom Hiddleston) throws the native dwellers from the Stonge Age, off their valley, caveman Dug (Eddie Redmayne) resovles to earn back what is rightfully theirs.<br><br> <b>EARLY MAN REVIEW:</b> With the sole intent of winning back their valley from conniving tyrant Lord Nooth, Dug and the cavemen chief Bobnar (Timothy Spall) set out on a very topsy-turvy mission to acquire their ancestral property by beating their nasty opponents from the Bronze Age in the game of football. The hindrance? A cold opponent of a king, who is armed with a plethora of skilled players, and their own long history of losing at the game they had originally invented.<br><br> Just like any other animation movie, 'Early Man' is visually exciting and there is always a new element of surprise awaiting you every few minutes. But, coming from a genre that usually promises fun and frolic, and caters to the younger lot, this film falls flat on the humour front, sans a few punch lines.<br><br> Also, the uncanny (script) resemblance to one of our very few Oscar honours, which had cricket as its game of conflict between the weak and the powerful, is too hard to brush off. <br><br> Tom Hiddleston and Eddie Redmayne are classic in their respective parts, Maisie Williams is personalble too. But, Nick Park could have taken this film to another level had he worked on the humour bit a little more. Also, the recurring theme of this movie seems to be brotherhood and stresses upon the importance of team spirit: both of which look forced and barely even there.<br>","2.5","Negativo"
"<div class='Normal'><p><strong>Story</strong>: In this sequel to the 2014 vigilante thriller, former Marine and Defense Intelligence Agency spy Robert McCall (Denzel Washington) continues bashing up the bad guys. But this time, it gets personal and he must do whatever it takes to seek revenge.<br><strong>Review</strong>: The opening scene of the Equalizer 2 is a promising start. It includes a train journey to Istanbul where McCall disguised as a Muslim cleric beats up a bunch of unsuspecting villains to pulp, followed by his trademark sermons on pain and hurt. Enough to get you onboard for some rollicking action ahead where good triumphs over evil. And it does. For the next half-hour or so, director Antoine Fuqua regales us with non-stop episodes of the McCall brand of vigilante justice. This time around, he has access to crime stories brewing in his own backseat and beyond, as a taxi driver on-call.<br>This sets the tone for a racy crime thriller, although minor bumps slow the pace down. The narrative is packed with a few subplots and characters that seem to do little other than highlight McCall’s endearing humane side. This is apparent with the entry of Miles Whittaker (Ashton Sanders) – a teenage boy with artistic talent, rogue friends and a troubled past. Thankfully, the story moves forward when the events take a more serious turn.<br>Every once in a while, the kick-ass action continues to underline the sheer agility of the 63-year-old Washington. As an actor, he never misses a beat whether he’s delivering hard-hitting dialogues or raining blows. The plot also travels from Boston to Belgium and back, connecting McCall’s past and present, but a lot of revelations are predictable. References to McCall’s own brooding backstory connect the dots for those who missed part one. However, there is no escaping the long run time that would’ve benefited with some more action and tightening. While there is an elaborate climax with heavy duty gunfire exchange replete with blood and gore, the hurricane backdrop could’ve been avoided.<br>All in all, Equalizer 2 is cut from the same cloth as one and packs in quite a few punches. It’s a delight for action seekers and diehard Washington fans – there’s plenty of both to ‘equalize’ the obvious flaws.</p>","3.5","Positivo"
"<div class='Normal'><strong>The House with a Clock in Its Walls Story:</strong> A young orphan goes to live with his eccentric uncle when he discovers a whole new mysterious world of magic.<br><br><strong>The House with a Clock in Its Walls Review:</strong> Set in 1955, a recently orphaned Lewis Barnavelt (Owen Vaccaro) moves to Michigan to live with his uncle, Jonathan Barnavelt (Jack Black). It soon becomes evident to Lewis that all is not as it seems with his peculiar uncle, and the house he lives in. He finds out that Jonathan and his neighbour Florence Zimmerman (Cate Blanchett) are a warlock and witch respectively. Fortunately, they’re far from sinister although they are surrounded by evil forces, evident by a constant ticking in the walls. Lewis gradually studies witchcraft, while quickly learning that magic is no child’s play.<br><br>Director Eli Roth is known for his far more gruesome horror flicks, but that sensibility mostly works well here in his first children/ family film. Roth merges a sense of mystery with childlike wonder while maintaining an underlying feeling of dread because all is not what it seems. Adding to the film’s personality are Jack Black and Cate Blanchett – an odd pairing that works well precisely for that reason. You wouldn’t usually picture them playing off each other, yet they bring soul to the film with their platonic chemistry. Both actors venture towards camp but never fully into it. Black in his own unique style, lends his spirited and mischievous energy to Jonathan, complete with mandatory jamming on a musical instrument. Blanchett is deviously delightful as Florence, poised yet ruthless when needed. Their playful bickering alone could carry the film further than the script allows. Meanwhile, child actor Owen Vaccaro is a bit of a mixed bag; suitably conveying the distress of a lonely, awkward orphan but unable to maintain the right measure of emotional outbursts needed to make him believable.<br><br>The film also suffers from severe tonal shifts especially with humour that doesn’t always work. The final act commits to CGI mayhem with some genuinely absurd visual effects. However, the biggest issue is - although based on a novel released in 1973, the magical-fantasy themes remind you of other popular franchises, with hardly anything new or inventive on offer here. Still, the spirited combination of Black and Blanchett along with gorgeous production and costume design, make this an entertaining family adventure.<br><br>","3.5","Positivo"
"<div class='Normal'><b>Destination Wedding Story:</b> Frank (Keanu Reeves) and Lindsay (Winona Ryder) are two unpleasant people who meet each other on their way to a wedding, and begin a relationship of their own.<br><br> <b>Destination Wedding Review:</b> You’ve seen the format before – two people who can’t stand each other eventually start to have feelings and consider the consequences of being together. While that reads like a good rom-com flick, ‘Destination Wedding’ takes a whole different approach to the premise. Both Frank and Lindsay are anything but your standard lovable couple. They’re pessimistic to the point that they have rejected all the goodness in their lives. This goes against the casting grain for Keanu Reeves and Winona Ryder who are both inherently likeable actors. Their respective characters meet en route to the said wedding; Lindsay is the ex-girlfriend of the groom and Frank is his brother. She is a basket case whose romance with Frank’s brother didn’t end well. Frank is a misanthrope who doesn’t see the purpose of relationships. In fact, the only commonality they share is that they are both entirely closed off to falling in love. <br><br> All of this sounds like the perfect setting for a delightful indulgence where the lead pair can’t resist each other, eventually giving in to the destiny that love presents. But writer-director Victor Levin chooses to take the road less travelled. He focuses the entirety of the film on making them so unpleasant that you’re left wondering why anyone would seriously consider being involved with them, to begin with. This is particularly the case with Frank who seems to have virtually no redeeming qualities and is emotionally stunted by his existential crisis. On the other hand, Lindsay is a romantic at heart, disillusioned by the shattering experiences she’s had in prior relationships. The sole reason to watch these two actors is their undeniable charm that shines through despite their dysfunctional characters. <br><br> But that can only go a short distance, especially when the actors are going through volumes of dialogue that sound too fabricated to be real. It certainly doesn’t help that they have no conversation with any other actors in the film; a bold directorial choice that falls flat because it further alienates the audience from the pair rather than bring us closer to them. There’s not much humanity to be found in this cynical outlook, and although marketed as a romantic comedy, there’s too little of either to warrant a trip to this ‘Destination Wedding’.<br>","2.5","Negativo"
"<div class='Normal'><strong>The Predator Story: </strong>When the universe's most lethal hunters return to Earth, it's up to a ragtag crew of ex-soldiers to defend the planet.<br><br><strong>The Predator Review: </strong> Director Shane Black is eager to address why anyone should pay to watch yet another foray into the 'Predator' franchise and wastes no time to jump into the thick of the action. He grabs your attention from the opening frames and doesn’t let go till the very end. The pace moves at a breakneck speed, and even the necessary exposition has a thick layer of humour slathered on it. This is prominent when we meet the bunch of ‘new age’ macho men led by Boyd Holbrook as Quinn McKenna. Keegan-Michael Key is far from the solitary comic relief; the film’s quirky tonality allows the rest of the cast including Thomas Jane, Trevante Rhodes, Alfie Allen and Sterling K. Brown to express their comedic range, and they all appear to enjoy it immensely. Olivia Munn as evolutionary biologist Dr Casey Bracket has little science, and a lot more gun-toting to do. Jacob Tremblay continues to build an impressive resume of playing challenging roles as a child actor.<br><br>The problem with Shane Black’s tonal approach is that the overtly masculine humour comes with a tinge of misogyny that feels exceptionally outdated in 2018. Sure, it can be argued that this ragtag bunch of ex-soldiers are mentally unstable, so it’s a far stretch to expect them to be politically correct under the circumstances. But the constant barrage of jokes doesn’t always work, especially when we’re supposed to feel a sense of terror for the looming ‘Predators’ and the mayhem they bring. This becomes a problem when more serious consequences occur after all the blistering fight sequences. Make no mistake though – ‘The Predator’ pulls no punches and lays it all bare when the bullets and limbs go flying in quick succession.<br><br>This keeps you glued to the story as it unfolds even though the plot is riddled with holes, often asking more questions than it answers. Re-shoots are glaringly obvious especially as the disjointed climax ends up being a whole different narrative beast. Director & co-writer Shane Black seems more keen to reclaim the magic of 1987’s ‘Predator’ than tell a strong, self-contained story in itself. Whether it is enough to ensure the next chapter in the franchise is yet to be seen – depending on whether you choose to spend on a ticket for this one. Rest assured that if you're looking to revisit the testosterone-fuelled grandiosity of the 80's, this is the closest you'll get to it.","3.5","Positivo"
"<div class='Normal'><strong>The Nun Story:</strong> This prequel to the ' Conjuring' franchise features a Catholic priest and novice nun sent by the Vatican to investigate a mysterious suicide in 1952 Romania. <br><br><strong>The Nun Review:</strong>  When a young nun kills herself at an abbey in Romania, Father Burke (Demián Bichir) and Sister Irene (Taissa Farmiga) are identified by the Vatican as the pair to look into the strange circumstances leading to her death. They quickly realise they are up against something well beyond their understanding when they encounter ‘The Nun’. Centuries ago, this evil entity was fended away by divine forces but is unleashed once again through human folly, now seeking to cross over into our realm. This being wreaks havoc with the intent to invade all that is good and pure – as any self-respecting foul being is prone to do. No points for guessing the religious significance of the demon; the title is a dead giveaway. ‘The Nun’ is steeped in Catholic imagery making for impactful visuals. <br><br>The unsettling atmosphere forms the strongest aspect of the film. A place of worship defiled by malevolence is a powerfully disturbing notion, and ‘The Nun’ capitalises on it as much as possible. Graveyards are spooky enough by mere existence, and the dark interiors of sprawling castles equipped with murky spaces add to the setting. The background score is garishly gruesome, signalling dangers lurking around the corner. However, it’s a shallow well that quickly runs dry because the script and screenplay are devoid of a genuinely fearful threat. The story is conveyed in the form of theological exposition that might appear substantial but is pretty much the same formula explored many times before in the genre. <br><br>Furthermore, the lead characters are devoid of any personality beyond their mission at hand, even though actors Demián Bichir and Taissa Farmiga are committed enough to give all they can muster. Most of the blame lies in non-existent logic, as the movie’s primary purpose seems to drive one jump scare after the next. Sure, the first few appearances of the so-called Nun are disturbing, but her presence soon becomes endurable because there’s not much depth to her. Combined with misfiring humour, courtesy a French-Canadian who is inexplicably settled in Romania, the film's tonality is also in jeopardy. Beyond a point, 'The Nun' follows a standard template as it relies solely on the eerie soundtrack and discomforting vibe, ending up being derivative. Little wonder then that it quickly loses steam, although it is bound to frighten those with a low tolerance to horror flicks.  <br> <br><br> <br><br>","3.0","Positivo"
"<div class='Normal'><strong>Story:</strong> A team of US Navy SEALs hatch a secret plan to recover lost Nazi gold that is hidden at the bottom of a lake in Bosnia. <br><br><strong>Review: </strong>The legend of Nazi gold has often caught the fancy of writers ever since World War II. This time, it has caught filmmaker Luc Besson’s attention who wrote an action film on it. The scale of the film is impressive as it starts off with a money shot that has our <span class='il'>renegades leveling out half a city as they escape with a contingent of soldiers in hot pursuit. They don’t take orders too well, and when they get a chance of disobeying orders for a bit of a personal gain, they dive at the chance.</span><br><br>While action films are known to have incredible over the top plots, the plot here is a bit too far-fetched to wrap one’s heads around it. When the <span class='il'>renegades find out that there is 300 million dollars’ worth of Nazi gold lying at the bottom of the lake in a war zone, they hatch a daring plan an defy armies of two countries, in a war zone, to bag the treasure . While their plan is interesting, the way they are shown executing it, is dreary. Scenes depicting the team procuring the diving equipment, boats and a helicopter are made to seem so easy. In good heist-films, like Ocean's 11, the preparation bits are as much fun as the final heist itself. Here, they are almost speed the whole process which takes away a lot of the fun.</span><br><br>As far as the action scenes are concerned, there are some very incredible effects used, especially in the scene where a dam is blasted off. The underwater sequences are neat however the twists are weak and totally guessable. J.K Simmons as the amused superior is a treat to watch and so is Sullivan Stapleton as the SEAL team leader. His team though, don’t have their characters too well defined; all they do is shoot very well.<br><br>If you are a fan of OTT action films, '<span class='il'>Renegades' is almost-palatable.</span><br>","2.5","Negativo"
"<div class='Normal'><strong>Story: </strong>The film traces the journey of James Donald Walters, a 22-year-old American man who renounces the world in order to find spiritual enlightenment with his guru Paramahansa Yogananda, and transforms into Swami Kriyananda<br><br><br>Review: As a Yogi, Paramahansa Yogananda’s life is incredible, in the way that he transformed how the West views Eastern spirituality. He was one of the foremost yogi’s to take the practice of yoga to the world and his life’s work needs to be focused on a movie about him. 'The Answer', instead, completely zooms in on the bond between Yogananda and Walters. To understand Yogananda properly, one needs to be aware of his backstory. Seventy percent of the film instead, is about Yogananda imparting teachings to his followers, the chief being Walter through discourses, exercises, and even outright miracles. <br><br>The palette used in the film is bright, and the 30s  period, where the movie is based, is depicted well even though it is not on a big scale. Victor Banerjee gives a credible performance as Yogananda and displays a myriad of forms of the guru quite well. However, Leonidas Gulaptis as Kriyananda struggles to keep pace and one cannot identify much with him. The songs, mostly the hymns sang by Walters himself are soothing.<br><br>For devotees of Paramahansa Yogananda, the film offers an excellent chance to learn from his teachings. For those who don’t know about him, it would be advisable to read his book, 'The Autobiography of a Yogi' instead. That will give you more answers than 'The Answer' ever could!<br><br><br>","2.5","Negativo"
"<div class='Normal'><strong>Story:</strong> When 16-year-old Margot (Michelle La) goes missing without a trace, her widowed father David (John Cho) resorts to analysing her behavioural pattern on social media and tracks her digital footprints to decode what could have happened to his daughter.<br><br>Review: Indian-origin filmmaker Aneesh Chaganty’s feature film debut is a gem of a high-concept thriller with human emotions at the heart of it. The film reflects on the biggest irony of our lives — loneliness and human disconnect in times of online connectivity. <br><br>Searching has one of the most soul-stirring opening scenes that leave you teary-eyed. It brilliantly touches upon us coping with life and loss in times of digital isolation. Small films can leave a deep impact and this is one such incredible story that addresses the most pertinent question of today — whether our need to document our lives on social media is a boon or a bane? <br><br>Chaganty infuses technology in a classic whodunit, to give us a taut mystery that unfolds on computer and phone screens. This innovative storytelling technique makes you a part of David’s search operation instead of being a mere spectator. Every call missed, key pressed or text read, brings a lump in your throat, almost mirroring our reliance on technology in our daily lives. However, don’t let the filmmaker’s tech proficiency cloud your judgement. Searching is essentially a father-daughter story, replete with umpteen twists and turns, that keep you on the edge of your seat. <br><br>Huge credit goes to the actors especially John Cho, Michelle and Debra Messing (as the detective), for lending further gravitas to this spectacular big screen debut. Last but not the least, speaking of inclusion and representation, the film will change the way Asian American actors are presented in Hollywood films.<br><br>Searching is a true game-changer in every sense of the word. Do not miss this at any cost.<br>","4.5","Positivo"
"<div class='Normal'><strong>Papillon Story:</strong> This remake is based on the true story of safecracker Henri Charriere who was wrongfully convicted of murder and sent to life in prison.<br><br> <strong>Papillon Review:</strong> The resilience of the human spirit makes for a story as compelling as they come, especially when inspired by real-life events. This film is the remake of an original feature released in 1973, based on Henri ‘Papillon’ Charriere’s autobiography. As the story goes, Papillon, played by Charlie Hunnam this time around, is a thief sentenced to life imprisonment after being framed for murder. On his way to jail, Papillon befriends fellow inmate Louis Dega (Rami Malek), a rich man convicted of fraud. Papi, as he’s fondly called, promises to protect the weaker Dega in exchange for funds to secure their escape out of their secluded facility. Their plans are thwarted continuously by guards and a warden who merely seeks to break down his inmates rather than rehabilitate them. <br><br>This game of wits sets the tone for the film; what follows is a harrowing mix of triumphs and setbacks for Papi as he plots his escape amidst escalating challenges. Hunnam is up for the task of documenting the unbelievable plight of a man repeatedly pushed to the edge of madness, especially during solitary confinement. Oddly enough, the script is so bland that director Michael Noer ends up downplaying important segments. Instead, he focuses on the meticulous recreation of Paris in 1933, and the cinematography returns the favour with some luscious images amidst the dire circumstances of prison life.<br><br>This proves to be an eyewash when the concept of the film hinges on exploring mental tenacity. Even the foundation of Papi and Dega’s friendship feels rushed, and we’re meant to merely accept that they would sacrifice their sanity for each other. Granted, the chemistry between Hunnam and Malek (who is criminally underutilised) is brimming with promise, but it never comes to fruition, which ends up being frustrating with a runtime well over two hours. The result is a tedious watch that is occasionally engaging but never fully immerses you into the nuances of a persistent mind, making this a lukewarm remake<br><br> <br><br>","3.0","Positivo"
"<div class='Normal'><strong>Story: </strong>A CIA special operative James Silva is charged with escorting a high value target to a destination. Things get messy when Silva and his team are attacked from all sides, as they make their way to the destination in a foreign country.<br><strong><br>Review:   </strong>When diplomacy and military action both fail for America in a foreign country, in comes agent James Silva (Mark Wahlberg) with his team of exceptionally skilled black ops soldiers who operate in a grey area shooting out bad guys until all of them are dead.<br><br>The plot of the film is ridiculously simple; Silva has to take a defecting Russian agent out of the American embassy in Indonesia and put him on an airplane to America. It  is made interesting by throwing in legions of bad guys on motorcycles as they shoot up Silva and his team. Action wise, the film reminds you of the Bourne series. However, this time, the one doing the skillful hand-to-hand combat is Iko Uwais (from 'Raid'), the Indonesian John Abraham! He’s a human Swiss knife who can take on scores of enemies while handcuffed. It’s ironic that he is the target to be saved because he clearly doesn’t seem like a guy who needs much saving.<br><br>While the action is slick and the hacking technology employed will make any one nervous, there is a huge element of monotony in the film. The hail of bullets, after a point, becomes white noise as you wait for the plot to unfold. There is an interesting takeaway, but the overly simplistic plot spoils that. <br><br>At a time when espionage films are becoming more realistic with complex characters, Mark Wahlberg’s act one-dimensional act as the angry, foul-mouthed agent seems rather lazily written. John Malkovich with his traditional slow drawl fits the bill as the master of the operation. Loren Cohen’s role as Alice Kerr, a mother separated from her daughter because of her work, is rousing. Ronda Rousey’s character, on the other hand, is completely wasted. Give her some fights to fight! <br><br>If you’re a fan of action movies and don’t want to dwell much on the manner that the action unfolds, this one may be up your alley. While there are plans for a sequel to the film, we hope they are well-written considering the film's plot shows a lot of promise.<br>","3.0","Positivo"
"<div class='Normal'><strong>Alpha Story:</strong> Set in the last Ice Age, a young man must learn to survive alone in the wilderness by learning to rely on a wolf.<br><br><strong>Alpha Review: </strong>A famous saying in show business advises actors to 'never work with children or animals'. Thankfully, current movie technology nullifies that outdated nugget of wisdom, evident here as ‘Alpha’ captures what's meant to be the first incident of humans befriending wild wolves. The harsh and unforgiving landscape of the Ice Age forms the backdrop to this fictional tale as young Keda (Kodi Smit-McPhee) is injured and left for dead after a mishap during a hunting expedition. While trying to make his way back home, he befriends an injured wolf, and they both must fight the elements and other predators to survive the ordeal.<br><br>Smit-McPhee is tasked with most of the acting duties, and the young actor proves he’s capable of holding his own as the star of the film, along with his charming co-star. Granted, the factual accuracy is up for debate – for instance, the amount of time taken for trust to grow between Keda and his canine companion is greatly exaggerated, but these cinematic liberties are acceptable within the realm of what the film seeks to achieve. The story itself is relatively straightforward which might get predictable, but it works as an origin fable of how dogs became ‘best friends’ to humans. It’s also a coming-of-age tale of a young boy’s painful journey into adulthood while imagining how a sense of caring for a species other than our own came to be. Although that premise might sound sugary, the tonality of this movie is hardly saccharine, and it doesn’t shy away from showcasing some of the brutalities of prehistoric times.<br><br>But this Ice Age is also envisioned by director Albert Hughes as a time of great natural beauty; lovingly captured in some breathtaking vistas of Europe 20,000 years ago. Vivid colours blended with stark, barren lands create a sense of wonder that’s magnified in IMAX 3D. Even though the plot is hardly innovative, there’s enough spectacular cinematography and technical wizardry on display for discerning viewers to be significantly engaged by ‘Alpha’. But this gritty and heart-warming fictional backstory to one of the most unique relationships we share with our furry friends makes it essential viewing for every dog-lover.","4.0","Positivo"
"<div class='Normal'><strong>Story:</strong> Ruslan, a sideshow actor falls for Mila, a runaway princess. Just as their love starts to blossom, the evil sorcerer Chornomor kidnaps the princess which has Ruslan go on a quest to rescue his true love.<br><br><br><strong>Review: </strong>At a time when good animated films are churned out primarily by big-ticket studios, it’s refreshing to see an animated film like 'The Stolen Princess', not made by some Hollywood behemoth, done well in 3D. Based on the fairy tale Ruslan and Lyudmila by Russian poet Aleksandr Pushkin, 'The Stolen Princess' is Ukrainian 3D animated fantasy film that tells a simple story in a delightful manner. There are no epic twists and turns as it’s a classic tale of love conquering all obstacles, but the way the characters are fleshed out and the light humour present throughout the film makes it a fun watch.<br><br> Made on a lean budget, the film’s animation is rendered refreshingly well; something Indian studios must take note off. While each frame is not packed with multiple characters and complex graphics, the animation standards are up to the mark. The land of magic, where the princess is held hostage, has been rendered rather well. Ancillary characters like the cat that transforms into a huge beast, and the bird and hamster that help Ruslan on his quest break the monotony in the story and keep the action going. There are some truly funny scenes including the epic pastry fight that stands out. <br><br> The voice acting is top notch and so are the dialogues, and the film can be enjoyed by kids and grown-up’s although the latter may find their attention wavering as there are some dull moments. Still, the film hits all the right notes and does a credible job in making you believe that love, after all, is stronger than magic.<br><br>","3.5","Positivo"
"<div class='Normal'><b>The Meg Story:</b> A 70-foot shark thought to be long extinct, returns from the depths of the ocean to attack an international deep-sea crew, leaving them to fend for their lives.<br><b><br>The Meg Review:</b> Monster movies are meant to be CGI spectacles that make for mindless fun flicks. 'The Meg' is no different with its straightforward premise. Hollywood's obsession with sharks date all the way back to 1975, so this film is mainly an excuse for Jason Statham to take on a massive shark underwater. A big enough action star like Statham calls for a decent budget to be committed to this endeavour. This is evident as the CGI is a few notches higher to make it appear better than a B-grade flick.<br><br>Jason Statham knows exactly what he signed up for, and he has the right amount of fun playing Jonas Taylor, a retired rescue diver who is called back into action. Statham's training as a diver comes handy here, and he commits to the role with a sincerity that does the film a huge favour. Chinese actors Li Bingbing & Shuya Sophia Cai have interesting chemistry with each other and are the only actors besides Statham to watch out for. The rest of the cast is practically redundant, and therefore dispensable. The screenplay doesn't give the audience much to care about – the sentimental scenes don’t resonate too deep, and the comedy doesn’t hit home either. So when the scenes don't involve sharks or the actors mentioned before, it's hard to stay focused on the proceedings.<br><br>Perhaps the biggest drawback is the writing which does not narrow down on the film’s tonality. There are points where it takes itself a little too seriously, and others when it aims straight for cheesy popcorn blockbuster status. Little surprise then that director Jon Turteltaub doesn’t know what kind of film he’s making either. The momentum picks up towards the end when the monster mayhem escalates to bigger proportions, but it turns out to be too little, too late. Even if mega-sharks and Statham are enough to lure you to ‘The Meg’, check your expectations before you dive in.<br><br>","3.0","Positivo"
